text,label
my social skills,9
find,9
i like my superpower to be superstrat in my heart and this would be people who are bad and my name would be strongly,9
relax and helpful,9
when i had to choose what classes to take,9
i was out of my comfort zone once when bunch of people showed up at my house for a party and i handled it by being in my room most of the time,9
raise my hand and tell you,9
i was doing a project with someone and they were n't doing any other work so i just take the word for it,9
when i had to change from an from the apricity school that online,9
order now ?,8
no,6
now,9
no,6
yes,11
no,6
i 've used microsoft word,9
i have n't had any experience using those so i do n't have,6
never,6
yes,11
i worked on making a game board for my psychology class and,9
history,9
the stories behind all the people that,9
a,9
no,6
my hard work 's work ethic,9
my focus,9
not very well,6
black amethyst the ability to stop time,9
because it gives me a harder work ethic,9
an environment where the work is doable but not too stressful,9
no,6
i spicy food but never never in space if you would before,9
never,6
on the psychology game quiz i worked with multiple people,9
yes,11
no,6
no,6
i 'm my name is { personname },9
yes sounds good,11
no,6
absolutely,11
hard to tell,9
maybe like 6-7 years,9
well we 've,9
i enjoyed writing it was fun did tell stories i enjoyed creative writing,9
creative writing allowed me to tell how unique stories is i really enjoyed that at end well it just got ta wait hold on i enjoyed creative writing thing because it allowed me to tell stories please give me a prompt and i can make whatever i want out of it,9
i got pretty decent grades it 's they they were pretty good,9
i participated in both band and choir previously though i 'm not enrolled in them anymore,9
i guess my greatest personal attribute is to be able to listen and take multiple sides of the story and i guess kind of well hold on and my best personal attributes is definitely too like remain charismatic and listen in on things i guess right now my best personal attribute is 2. my best personal attribute is to remain open minded i guess i can listen in on both sides of the story and kind of get a consensus going,9
definitely my focus i struggle with that a lot definitely my focus i struggle with that a bit but i 'm getting better at that,9
maybe had nine out of 10,10
i could definitely do better in some parts,9
{ personname } cheeky question they 're tricky right ? sure alright and motivator here ali i feel like motivator i would inspire other people to get going and maybe they provide like energy boosters and something and i guess my enemy would be like demotivators so something like probably something to do along like negativity and bad emotions and doubt,8
do n't take criticism from someone you would n't take advice from,9
my name ?,8
yes,11
i do n't think so,9
apple,9
i 've just done some daycamp stuff from the past,9
math mostly an art really great art,9
i was really good,9
mostly asian bees rarely sees but mostly asian math,9
fiscal ?,8
no no i said this,6
i do n't know because i 'm not a person,1
yes great art,12
get it right,9
how do you ideals ?,8
try to get ready,9
probably make you think of 1 right now,9
exit netflix,9
alright great fortunately,9
i do n't know,1
yeah how do i get an art job ? close to the town,8
hello { personname },4
yes ma'am,11
i used to work at a supermarket,9
i am proficient with microsoft word,9
i 've been using microsoft word for around 10 years,9
i 've pardon me i have used microsoft excel in the past,9
unfortunately,9
i have not worked on any such projects,9
science,9
i have averaged eggs in my science classes,9
yes ma'am i have participated in board game clubs and school plays,12
mary create,9
i could work on being a better team player,9
i think i am doing well,10
my name is the green ogre my superpower is superstring and my arch nemesis is farquaad from shrek,9
one time there was a rude customer at a supermarket i helped her and then she was nice,9
one time there was a rude coworker at a supermarket i told them i had a problem with them and they apologized,9
i work with many different people at the supermarket,9
yes ma'am i do,11
what will i be doing at the job ?,8
no ma'am no other questions,7
{ personname },9
yes working in office,11
microsoft word,9
yes,11
data entry,9
art,9
listen my creativity,9
please,8
not sure,1
hey { personname },4
night yeah ?,11
unsure,1
i 'm sure,11
relaxing,9
hey cortana,4
not like a family,6
like a family,9
yeah.com no i do n't know,1
not sure,1
tell you that mistake,9
not sure,1
i sometimes do n't handle change well,9
what is my job entail ?,8
i 'm { personname },9
i do n't really have any experience with either of those phones,9
probably a 55,9
i have n't really been busy,9
i think i would spend two or three hours,9
no but i can try,7
i was always a fan of science,9
i was enjoying learning about our planet and the weather,9
play zombies the great site recently received word says an employee when i was meant for it i 've always received good grades,9
no i did n't i did n't really participate types of experiences,7
my greatest strength was intelligence,10
working on better using social skills and communication,9
i think i 'm enjoying my interview,10
spiderman i have power to the spider and my arch nemesis is done my superhero name is spiderman i had a spider powers and my arch nemesis is burnham and carnage,9
my mentor gave me advice on not giving up,9
you kinda meteorologist and meteorologie,9
giving up electronics for about 24 hours,9
i went bungee jumping when i was 11 years old i was afraid of heights but i got over my fear by just taking the jump elite buffet a leap of faith,9
i would actually just learn from that mistake or ask for somebody to help you,9
camera successful because they give supports hey guns,9
no,6
i do n't really have any questions so i 'm good,9
{ personname },9
yes done,11
yes i do,11
we ca n't miss girl 10 out of 10,9
i have used all of them,9
very proficient,9
for a really really really long time,9
we 're like ours for like hours,9
i 've worked on several projects with other people,9
i liked all the subjects at school because i 've learned from all i like all these subjects because i 've learned from all of them,9
hi great this is 119th i think yeah i 've got 190. i 've got hundreds and 90 1900s and 90s on 119 on every score of a test,9
every activity,9
helping others being kind and helping others being kind in helping others,9
trying my best to be on time and work really really hard,9
i think i 'm doing it very well,10
my best advice would be you always try your best,9
because it would help me in the future if i failed i 'll try again,9
ideal work environment would be helping out i 'll be helping out until environment would be helping out environment would be helping out,9
do n't make it on time well the time i had to make a difficult decision was when i had to this one had to decide 9. well major it was when i choose between being at school or not going to school,9
steak he could try again i 'm certain you 'll get it right,9
the time other deal was a difficult team member is when is when they argued with me and i told and i resolved it by talking it out with them,9
i meant change by adapting to it without any problem,9
the time i worked with the first group is when i work with them on a team,9
yes because they helped me learn about what working is all about,12
no no questions at all no questions at all,6
oops,3
if i can oh my goodness,3
oh gosh,3
whoops,3
oh my gosh the r is really moving now ok ?,3
oh shoot,3
oh boy,3
oh man it 's like going through it,3
damn it,3
stupid,3
hard is gon na * * * *,3
oh man,3
god,3
oh my,3
wow that 's weird,3
wow it 's like pulling me,3
wow this is trippy,3
down dang it,3
* * * *,3
dang it dang it,3
shut up,3
god my heart is going through the roof,3
* * * * * *,3
geez { personname },3
crap knocked it over again but that 's ok,3
oh * * * *,3
god i do n't know where this supposed to go,3
oh no no it 's supposed to be a cable,3
oh god,3
* * * * you too,3
oh boy jobs,3
* * *,3
oh man there 's a timer,3
oh my goodness it 's not in english,3
wow,3
oh my god,3
oh cats,3
oh damn,3
well my god,3
well thank you,5
thank you,5
hi,4
thanks,5
hello { personname },4
hello { personname },4
hello ?,4
hello,4
how you doing ?,4
hi,4
hi,4
hello { personname },4
i 'm sorry,2
um hello um,4
well i 'm sorry i interrupted um,2
excuse me my throat 's not as clear today as it should be,2
actually i 'm sorry not until,2
sorry about that,2
well thanks for being home uh on the weekend,5
or i am sorry,2
and a very good afternoon to you,4
and aft- good afternoon to you,4
sorry about my mind,2
afternoon { personname },4
it certainly is uh going to be a pleasure to chat with you,4
excuse me,2
hi { personname },4
i 'm sorry,2
i 'm sorry for these beeps,2
well thanks,5
thanks for the tip { personname },5
welcome to the net,4
i 'm sorry i dropped the phone,2
oh well thanks,5
you know i 'm sorry,2
{ personname } in plano texas how are you doing today ?,4
fine,4
hello,4
excuse me,2
pretty good,4
i beg your pardon,2
hello,4
thanks,5
thanks a lot,5
well thanks,5
thank you { personname },5
i 'm sorry this i really feel strongly about this,2
my mother excuse me,2
uh well thank you,5
sorry,2
well i 'm sorry,2
hi { personname },4
how are you today ?,4
i 'm great,4
did n't mean to cut you off there,2
sorry,2
i 'm sorry i keep coughing,2
i am sorry,2
hi { personname },4
good morning,4
oh i 'm sorry,2
sorry about that,2
well thanks so much,5
pardon the terminology,2
thank you,5
well thanks a bunch,5
thank you,5
hey thanks a lot,5
oh thank you,5
and thanks for calling,5
how you doing { personname } ?,4
thanks for call,5
sorry i roped on volvos then,2
sorry i roped on volvos then,2
{ personname } how are you doing today ?,4
hi { personname },4
an and thanks for participating,5
well thanks for calling,5
thanks for punching in,5
i 'm so sorry,2
good morning,4
hi { personname },4
hi this is { personname },4
hi { personname },4
fine thanks,4
hi { personname },4
hi { personname },4
well thank you very much,5
hi { personname },4
all right,4
yes,4
yes,4
i 'm sorry to keep you waiting,2
well thanks a lot,5
well hi,4
thank you for noticing,5
well good afternoon to you { personname },4
thank you,5
hi um,4
well hi,4
good morning um,4
so it 's nice to talk with you,4
thanks for that uh reference,5
hi { personname },4
oh i 'm sorry,2
well anyway i 'm sorry,2
hi { personname },4
i 'm sorry um,2
and i apologize if you 're a bird lover,2
sorry for the delay,2
oh pardon me,2
hi uh,4
